2368,-0.1298702,0.75
2369,-0.2647747,0.75
2370,-0.227622,0.75
2371,-0.2151299,0.75
2372,-0.1965055,0.75
2373,-0.02878855,0.75
2374,0.08615571,0.75
2375,0.0909359,0.75
2376,0.0909359,0.75
2377,0.08137454,0.75
2378,0.08137454,0.75
2379,0.08137454,0.75
2380,0.08615571,0.75
2381,0.1243669,0.75
2382,0.2250442,0.75
2383,0.2297922,0.75
2384,0.2444872,0.75
2385,0.2787158,0.75
2386,0.3035624,0.75
2387,0.3278825,0.75
2388,0.3266334,0.75
2389,0.3200803,0.75
2390,0.247373,0.75
2391,0.2221658,0.75
2392,0,0
2393,0,0
2394,0.05714285,0.75
2395,0.0207792,0.75
2396,0.01378659,0.75
2397,0.01381198,0.75
2398,0.03234482,0.75
2399,0.03234482,0.75
2400,0.03234482,0.75
2401,0.03234482,0.75
2402,0.03234482,0.75
2403,0.03234482,0.75
2404,0.03234482,0.75
2405,0.03234482,0.75
2406,0.1470746,0.75
2407,0.265042,0.75
2408,0.2560004,0.75
2409,0.2514753,0.75
2410,0.2469481,0.75
2411,0.2424185,0.75
2412,0.266009,0.75
2413,0.3180271,0.75
2414,0.3180271,0.75
2415,-0.02104296,0.75
2416,0,0
2417,0,0
2418,0,0
2419,-0.1038962,0.6077924
2420,0.06233761,0.75
2421,1.52E-16,0.75
2422,-0.0514295,0.75
2423,-0.05132394,0.75
2424,-0.06657486,0.75
2425,-0.1364362,0.75
2426,-0.1411885,0.75
2427,-0.1559459,0.75
2428,-0.1656313,0.75
2429,-0.1298244,0.75
2430,0.1245957,0.75
2431,0.2384292,0.75
2432,0.2384292,0.75
2433,0.2335059,0.75
2434,0.2285793,0.75
2435,0.2285793,0.75
2436,0.2749813,0.75
2437,0.3767453,0.75
2438,0.3767453,0.75
2439,0.3605628,0.75
2440,0.3167869,0.75
2441,0.2574135,0.75
2442,0.17946,0.75
2443,-0.042802,0.75
2444,0,0
2445,0,0
2446,0,0
2447,0.07272732,0.75
2448,0.07236347,0.75
2449,0.1040763,0.75
2450,0.1040763,0.75
2451,0.1089871,0.75
2452,0.1044541,0.75
2453,0.1044541,0.75
2454,0.09992012,0.75
2455,0.09992012,0.75
2456,0.09084898,0.75
2457,0.07723575,0.75
2458,-0.004561792,0.75
2459,-0.1195683,0.75
2460,-0.1470746,0.75
2461,-0.159347,0.75
2462,-0.130923,0.75
2463,0.2551819,0.75
2464,0.8285117,0.75
2465,0.8435122,0.75
2466,0.768872,0.75
2467,0.6358214,0.75
2468,0.343177,0.75
2469,0.2820142,0.75
2470,0.1454587,0.75
2471,1.53E-16,0.75
2472,-0.2327702,0.75
2473,0,0
2474,0,0
2475,0,0
2476,-0.1506494,0.8
2477,-0.1350649,0.8
2478,-0.01558402,0.8
2479,-0.02597394,0.8
2480,-0.04155841,0.8
2481,-0.05714285,0.8
2482,-0.07272687,0.8
2483,-0.05714285,0.8
2484,0.2025975,0.8
2485,0.296104,0.8
2486,0.3064939,0.8
2487,0.3168832,0.8
2488,0.3064939,0.8
2489,-0.197494,0.8
2490,0,0
2491,0,0
2492,-0.02597417,0.8
2493,0.06397223,0.8
2494,0.008403219,0.8
2495,-0.02520888,0.8
2496,-0.03349763,0.8
2497,-0.0333858,0.8
2498,-0.0333858,0.8
2499,-0.0333858,0.8
2500,-0.0333858,0.8
2501,0.1808068,0.8
2502,0.2575359,0.8
2503,0.2658857,0.8
2504,0.337595,0.8
2505,0.3417363,0.8
2506,0.3417363,0.8
2507,0,0
2508,0,0
2509,-0.06233761,0.8
2510,-0.02964205,0.8
2511,-0.01479226,0.8
2512,1.53E-16,0.8
2513,1.53E-16,0.8
2514,1.53E-16,0.8
2515,1.53E-16,0.8
2516,0.163664,0.8
2517,0.2782603,0.8
2518,0.314386,0.8
2519,0.3150098,0.8
2520,0.2374901,0.8
2521,0.1357219,0.8
2522,0.0377319,0.8
2523,0,0
2524,0.1194805,0.8
2525,0.07112865,0.8
2526,0.07112865,0.8
2527,0.08550146,0.8
2528,0.08566413,0.8
2529,0.08566413,0.8
2530,0.04761025,0.8
2531,-0.08200223,0.8
2532,-0.02862414,0.8
2533,-0.03636388,0.8
2534,0.03116847,0.8
2535,0.004863544,0.8
2536,0.004863544,0.8
2537,0.004863544,0.8
2538,0.004854101,0.8
2539,0.004854101,0.8
2540,0.004854101,0.8
2541,0.01941667,0.8
2542,0.2687043,0.8
2543,0.3414305,0.8
2544,0.3609633,0.8
2545,0.3819592,0.8
2546,0,0.8
2547,0,0
2548,0,0
2549,0.005194746,0.8
2550,0.05714285,0.8
2551,-0.04910648,0.8
2552,-0.05412114,0.8
2553,-0.06395551,0.8
2554,-0.0688715,0.8
2555,-0.07335366,0.8
2556,-0.0535939,0.8
2557,0.2039957,0.8
2558,0.2535871,0.8
2559,0.2535871,0.8
2560,0.2535871,0.8
2561,0.2632342,0.8
2562,0.3017005,0.8
2563,0.3651363,0.8
2564,0,0
2565,0,0
2566,0.02077964,0.6129866
2567,-0.08328694,0.8
2568,-0.07393214,0.8
2569,-0.07407812,0.8
2570,-0.07422468,0.8
2571,-0.07422468,0.8
2572,-0.07422468,0.8
2573,-0.01976222,0.8
2574,0.249729,0.8
2575,0.4086308,0.8
2576,0.4986673,0.8
2577,0.559682,0.8
2578,0,0.8
2579,-0.1142857,0.7064941
2580,-0.1246754,0.8
2581,-0.1142857,0.8
2582,-0.1402599,0.8
2583,-0.1558441,0.8
2584,-0.1610391,0.8
2585,-0.1350649,0.8
2586,-0.04155841,0.8
2587,0.1506494,0.8
2588,0.3480519,0.8
2589,0.4051947,0.8
2590,0.4051947,0.8
2591,0.4051947,0.8
2592,0.2051947,0.8
2593,-0.4564804,0.8
2594,0,0
2595,0,0
2596,-0.05194811,0.8
2597,-0.1308882,0.8
2598,-0.1308882,0.8
2599,-0.1258092,0.8
2600,-0.1258092,0.8
2601,-0.09645336,0.8
2602,0.04301458,0.8
2603,0.2220788,0.8
2604,0.2595015,0.8
2605,0.2548328,0.8
2606,0.2548328,0.8
2607,0.3060303,0.8
2608,0.3542145,0.8
2609,0.3634632,0.8
2610,0.3634632,0.8
2611,0,0
2612,0,0
2613,0.03116913,0.8
2614,-0.1929058,0.8
2615,-0.1505049,0.8
2616,-0.1370486,0.8
2617,-0.1224021,0.8
2618,0.08263992,0.8
2619,0.1980193,0.8
2620,0.1976386,0.8
2621,0.183258,0.8
2622,0.183258,0.8
2623,0.1637403,0.8
2624,0.1637403,0.8
2625,0.2497102,0.8
2626,0.3159783,0.8
2627,0,0
2628,0,0
2629,0.1246754,0.8
2630,0.03513711,0.8
2631,1.53E-16,0.8
2632,0.02170069,0.8
2633,0.0260856,0.8
2634,0.0260856,0.8
2635,0.01739087,0.8
2636,-0.05252776,0.8
2637,-0.1352909,0.8
2638,0.1894874,0.8
2639,0.400067,0.8
2640,0.4130479,0.8
2641,0.4082672,0.8
2642,0.3013284,0.8
2643,0,0
2644,0,0
2645,0.06233782,0.8
2646,0.047884,0.8
2647,0.03831005,0.8
2648,0.01911988,0.8
2649,0.01911988,0.8
2650,0.04285096,0.8
2651,0.04285096,0.8
2652,0.06664302,0.8
2653,0.2025456,0.8
2654,0.318147,0.8
2655,0.3607673,0.8
2656,0.3008285,0.8
2657,0.1553768,0.8
2658,-0.03043255,0.8
2659,0,0
2660,-0.08311682,0.8
2661,-0.1610389,0.8
2662,-0.1610389,0.8
2663,-0.1454544,0.8
2664,-0.1454544,0.8
2665,-0.08831156,0.8
2666,0.09103273,0.8
2667,0.2393764,0.8
2668,0.244316,0.8
2669,0.2393764,0.8
2670,0.2492529,0.8
2671,0.3486717,0.8
2672,0.3883724,0.8
2673,0.4085734,0.8
2674,0.1037218,0.8
2675,0,0
2676,0,0
2677,0.08311682,0.8
2678,0.01038949,0.8
2679,-0.01558446,0.8
2680,-0.03636366,0.8
2681,-0.07792184,0.8
2682,-0.07792184,0.8
2683,1.44E-16,0.8
2684,0.3220782,0.8
2685,0.3220782,0.8
2686,0.4519479,0.8
2687,0.2555847,0.8
2688,-0.02597417,0.8
2689,-0.1142857,0.8
2690,-0.09350652,0.8
2691,-0.09350652,0.8
2692,-0.08311702,0.8
2693,0.1679868,0.8
2694,0.2909389,0.8
2695,0.2909389,0.8
2696,0.2859888,0.8
2697,0.185603,0.8
2698,0.1144217,0.8
2699,0.06914353,0.8
2700,0.06900727,0.8
2701,0,0
2702,-0.005194746,0.8
2703,-0.01552769,0.8
2704,-0.05576705,0.8
2705,-0.07039465,0.8
2706,-0.07025341,0.8
2707,-0.0601028,0.8
2708,-0.04007497,0.8
2709,0.09474224,0.8
2710,0.239376,0.8
2711,0.2837262,0.8
2712,0.3473008,0.8
2713,0.3473008,0.8
2714,0.461908,0.8
2715,0.12191,0.8
2716,0.12258,0.8
2717,0,0
2718,8.43E-17,0.8
2719,-0.08311682,0.8
2720,-0.1870128,0.8
2721,-0.1974026,0.8
2722,-0.2025973,0.8
2723,-0.12987,0.8
2724,0.2753248,0.8
2725,0.3428576,0.8
2726,-0.005194963,0.8
2727,-0.03116891,0.8
2728,-0.04675336,0.8
2729,-0.05194811,0.8
2730,-0.05194811,0.8
2731,-0.05194811,0.8
2732,-0.05714285,0.8
2733,-0.08311702,0.8
2734,-0.109091,0.8
2735,0.1870133,0.8
2736,0.4051947,0.8
2737,0.3896103,0.8
2738,0.4571428,0.8
2739,0.2179172,0.8
2740,0,0
2741,-0.1610391,0.8
2742,-0.0349966,0.8
2743,-0.06212239,0.8
2744,-0.06212239,0.8
2745,-0.05734643,0.8
2746,-0.04779247,0.8
2747,-0.03823661,0.8
2748,0.01901084,0.8
2749,0.188498,0.8
2750,0.4140145,0.8
2751,0.4365826,0.8
2752,0.5222447,0.8
2753,0.3117313,0.8
2754,0.1354914,0.8
2755,0,0
2756,0,0
2757,-0.06233782,0.8
2758,-0.07792205,0.8
2759,-0.09066614,0.8
2760,-0.1011319,0.8
2761,-0.1013366,0.8
2762,0.005009952,0.8
2763,0.3227208,0.8
2764,0.3467153,0.8
2765,0.3467153,0.8
2766,0.1669493,0.8
2767,-0.03352191,0.8
2768,-0.1899695,0.8
2769,-0.18927,0.8
2770,-0.05194811,0.8
2771,-0.04048048,0.8
2772,-0.03048562,0.8
2773,-0.03042379,0.8
2774,-0.01512073,0.8
2775,0.07995943,0.8
2776,0.1298246,0.8
2777,0.1646418,0.8
2778,0.2200264,0.8
2779,0.2150633,0.8
2780,0.2760788,0.8
2781,0.2760788,0.8
2782,0.3778406,0.8
2783,0,0
2784,0.07792251,0.8
2785,0.009225117,0.8
2786,-0.004378227,0.8
2787,-0.004393615,0.8
2788,-0.004401351,0.8
2789,-0.004401351,0.8
2790,-0.008802661,0.8
2791,-0.008802661,0.8
2792,0.3035876,0.8
2793,0.3214653,0.8
2794,0.3263648,0.8
2795,0.3721509,0.8
2796,0.1504804,0.8
2797,0,0
2798,0,0
2799,-0.04675315,0.8
2800,-0.1576779,0.8
2801,-0.1625972,0.8
2802,-0.1487119,0.8
2803,-0.130419,0.8
2804,-0.02327639,0.8
2805,-0.004655432,0.8
2806,0.1481622,0.8
2807,0.2537842,0.8
2808,0.4094883,0.8
2809,0.4929988,0.8
2810,0.536792,0.8
2811,0.4966561,0.8
2812,-0.2972768,0.8
2813,0,0
2814,0,0
2815,-0.08831177,0.8
2816,-0.1038962,0.8
2817,-0.09870125,0.8
2818,-0.08831177,0.8
2819,-0.07792205,0.8
2820,-0.07792205,0.8
2821,-0.04155841,0.8
2822,0.2272709,0.8
2823,0.4637984,0.8
2824,0.4951982,0.8
2825,0.3951982,0.8
2826,-0.004408928,0.8
2827,-0.1324617,0.8
2828,-0.0768867,0.8
2829,0,0
2830,-0.05714285,0.8
2831,-0.08831198,0.8
2832,-0.088312,0.8
2833,-0.08311725,0.8
2834,-0.07792251,0.8
2835,-0.07792251,0.8
2836,-0.07792251,0.8
2837,-0.03636387,0.8
2838,0.2129868,0.8
2839,0.3792208,0.8
2840,0.5090905,0.8
2841,0.4519477,0.8
2842,-0.0444772,0.8
2843,0,0
2844,-0.03636366,0.8
2845,-0.09339265,0.8
2846,-0.09842278,0.8
2847,-0.1034894,0.8
2848,-0.1034894,0.8
2849,-0.07529533,0.8
2850,-0.004708037,0.8
2851,0.09409535,0.8
